GitHub App,Install ID,App ID,Repos,Created,Updated,Suspended,Repo: Actions,Repo: Administration,Repo: Checks,Repo: Code scanning alerts,Repo: Commit statuses,Repo: Contents,Repo: Dependabot alerts,Repo: Dependabot secrets,Repo: Deployments,Repo: Discussions,Repo: Environments,Repo: Issues,Repo: Metadata,Repo: Packages,Repo: Pages,Repo: Projects,Repo: Pull requests,Repo: Secret scanning alerts,Repo: Secrets,Repo: Single file,Repo: Webhooks,Repo: Workflows,Org: Administration,Org: Blocking users,Org: Events,Org: Members,Org: Dependabot secrets,Org: Plan,Org: Projects,Org: Secrets,Org: Self-hosted runners,Org: Team discussions,Org: Webhooks,Org: Packages,Installed by,Repos added by
prevent-public-repos,13634605,6895,all,2020-12-20,2021-03-30,2021-03-30,,write,,,,,,,,,,,read,,,,,,,read,,,,,,,,,,,,,,,,
